日期,測站,測項,4,5,6,7,8,9
2014/2/3,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/3,豐原,WD_HR,115,121,110,112,22,303
2014/2/3,豐原,WIND_DIREC,115,121,87,108,323,305
2014/2/3,豐原,WIND_SPEED,2.1,3,1.6,2,1.3,2.1
2014/2/3,豐原,WS_HR,1.9,2.7,2.1,2,0.6,0.9
2014/2/4,豐原,AMB_TEMP,17,16,16,16,16,18
2014/2/4,豐原,CH4,1.8,1.8,1.8,1.8,1.7,1.7
2014/2/4,豐原,CO,0.47,0.43,0.39,0.36,0.35,0.35
2014/2/4,豐原,NMHC,0.05,0.04,0.04,0.04,0.04,0.05
2014/2/4,豐原,NO,0.7,1.2,0.9,1.1,1.1,1.3
2014/2/4,豐原,NO2,4.7,4,3.5,3.4,3.4,3.6
2014/2/4,豐原,NOx,5.4,5.2,4.4,4.4,4.6,4.9
2014/2/4,豐原,O3,39,41,39,37,36,35
2014/2/4,豐原,PM10,37,32,25,19,15,15
2014/2/4,豐原,PM2.5,32,35,25,14,7,0
2014/2/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/4,豐原,RH,81,80,79,78,74,68
2014/2/4,豐原,SO2,1.1,1,1,0.9,1.1,1.2
2014/2/4,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/4,豐原,WD_HR,66,64,76,68,74,66
2014/2/4,豐原,WIND_DIREC,69,69,67,63,103,66
2014/2/4,豐原,WIND_SPEED,3,3.2,3.1,3.4,2.9,2.8
2014/2/4,豐原,WS_HR,1.9,2.3,1.7,2.1,1.8,1.6
2014/2/5,豐原,AMB_TEMP,14,15,15,16,16,18
2014/2/5,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/5,豐原,CO,0.34,0.34,0.37,0.52,0.55,0.6
2014/2/5,豐原,NMHC,0.07,0.07,0.07,0.12,0.17,0.2
2014/2/5,豐原,NO,1.2,1.2,1.1,2.7,6.9,7.8
2014/2/5,豐原,NO2,8.8,7.3,4.9,11,16,15
2014/2/5,豐原,NOx,10,8.5,6,14,23,23
2014/2/5,豐原,O3,17,17,21,15,11,14
2014/2/5,豐原,PM10,0,0,7,10,20,13
2014/2/5,豐原,PM2.5,0,0,0,2,2,2
2014/2/5,豐原,RAINFALL,0.6,NR,0.8,NR,NR,NR
2014/2/5,豐原,RH,96,95,92,90,92,90
2014/2/5,豐原,SO2,1.2,1,1.1,1.5,3.1,1.7
2014/2/5,豐原,THC,1.8,1.8,1.8,1.9,2,2
2014/2/5,豐原,WD_HR,16,2.6,75,35,299,18
2014/2/5,豐原,WIND_DIREC,322,328,69,332,282,331
2014/2/5,豐原,WIND_SPEED,1.5,1.1,2.2,1.5,0.9,1
2014/2/5,豐原,WS_HR,0.5,0.6,1.6,0.7,0.8,0.4
2014/2/6,豐原,AMB_TEMP,17,17,17,17,18,20
2014/2/6,豐原,CH4,1.8,1.7,1.7,1.8,1.7,1.8
2014/2/6,豐原,CO,0.24,0.19,0.22,0.3,0.29,0.31
2014/2/6,豐原,NMHC,0.09,0.04,0.05,0.09,0.09,0.09
2014/2/6,豐原,NO,1.8,1.3,1.4,1.5,2.6,2.8
2014/2/6,豐原,NO2,9.7,6.4,6.2,7.9,8.2,5.9
2014/2/6,豐原,NOx,11,7.7,7.5,9.4,11,8.6
2014/2/6,豐原,O3,15,22,22,19,18,25
2014/2/6,豐原,PM10,42,25,15,10,12,8
2014/2/6,豐原,PM2.5,21,14,16,6,11,10
2014/2/6,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/6,豐原,RH,97,97,95,92,89,81
2014/2/6,豐原,SO2,1.6,1.5,1.6,1.6,1.7,2.1
2014/2/6,豐原,THC,1.9,1.8,1.8,1.8,1.8,1.8
2014/2/6,豐原,WD_HR,331,342,53,346,70,51
2014/2/6,豐原,WIND_DIREC,59,33,328,43,102,54
2014/2/6,豐原,WIND_SPEED,1.5,1.4,1.2,1.4,1.7,1.6
2014/2/6,豐原,WS_HR,0.5,0.5,0.8,0.4,0.7,1.3
2014/2/7,豐原,AMB_TEMP,19,19,19,18,18,19
2014/2/7,豐原,CH4,1.8,1.8,1.9,1.9,1.8,1.7
2014/2/7,豐原,CO,0.33,0.39,0.6,0.74,0.44,0.34
2014/2/7,豐原,NMHC,0.15,0.16,0.26,0.35,0.18,0.13
2014/2/7,豐原,NO,1.6,1.9,5.6,23,12,3.1
2014/2/7,豐原,NO2,12,11,15,18,19,12
2014/2/7,豐原,NOx,13,13,21,42,31,15
2014/2/7,豐原,O3,9.5,9.6,2.8,1.1,8.3,18
2014/2/7,豐原,PM10,41,47,65,55,57,48
2014/2/7,豐原,PM2.5,23,19,7,21,20,25
2014/2/7,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/7,豐原,RH,94,94,94,96,97,91
2014/2/7,豐原,SO2,1.8,1.7,1.9,2.2,2.6,2.6
2014/2/7,豐原,THC,1.9,1.9,2.1,2.3,2,1.8
2014/2/7,豐原,WD_HR,109,158,154,310,65,22
2014/2/7,豐原,WIND_DIREC,106,264,115,305,80,313
2014/2/7,豐原,WIND_SPEED,1.1,0.5,1.2,1.3,1.3,1.6
2014/2/7,豐原,WS_HR,1,0.2,0.8,1,1.1,0.2
2014/2/8,豐原,AMB_TEMP,16,16,15,15,15,17
2014/2/8,豐原,CH4,1.8,1.7,1.7,1.8,1.8,1.8
2014/2/8,豐原,CO,0.27,0.25,0.27,0.3,0.31,0.36
2014/2/8,豐原,NMHC,0.11,0.07,0.07,0.08,0.08,0.13
2014/2/8,豐原,NO,1.5,1.5,1.5,1.9,3.9,6.9
2014/2/8,豐原,NO2,11,8.1,7.3,7.9,7.6,8.8
2014/2/8,豐原,NOx,13,9.6,8.8,9.8,12,16
2014/2/8,豐原,O3,11,14,13,13,14,12
2014/2/8,豐原,PM10,17,9,6,13,13,12
2014/2/8,豐原,PM2.5,12,7,7,6,7,9
2014/2/8,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/8,豐原,RH,92,91,90,88,84,78
2014/2/8,豐原,SO2,1,0.9,0.9,1,1.1,1.6
2014/2/8,豐原,THC,1.9,1.8,1.8,1.8,1.8,1.9
2014/2/8,豐原,WD_HR,311,76,55,72,75,27
2014/2/8,豐原,WIND_DIREC,74,77,116,69,75,42
2014/2/8,豐原,WIND_SPEED,1.9,2.5,1.7,2.7,2,1.8
2014/2/8,豐原,WS_HR,0.4,1,1.1,1.4,1.7,0.7
2014/2/9,豐原,AMB_TEMP,14,14,14,15,14,13
2014/2/9,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/9,豐原,CO,0.3,0.31,0.32,0.4,0.4,0.36
2014/2/9,豐原,NMHC,0.07,0.07,0.05,0.09,0.08,0.09
2014/2/9,豐原,NO,1.4,1.5,1.3,1.7,2.3,5
2014/2/9,豐原,NO2,6.2,5.6,5.4,7,11,10
2014/2/9,豐原,NOx,7.7,7.1,6.8,8.7,13,15
2014/2/9,豐原,O3,16,19,22,20,18,20
2014/2/9,豐原,PM10,2,0,0,1,1,1
2014/2/9,豐原,PM2.5,0,7,7,5,7,10
2014/2/9,豐原,RAINFALL,NR,NR,NR,NR,0.6,3.2
2014/2/9,豐原,RH,95,92,91,88,91,92
2014/2/9,豐原,SO2,1.4,1.5,1.4,1.5,2.1,1.7
2014/2/9,豐原,THC,1.8,1.8,1.8,1.9,1.9,1.9
2014/2/9,豐原,WD_HR,60,315,75,80,308,62
2014/2/9,豐原,WIND_DIREC,56,91,75,283,327,75
2014/2/9,豐原,WIND_SPEED,2.5,1.6,2.5,1.6,1.5,2.1
2014/2/9,豐原,WS_HR,2.1,0.5,2.5,0.7,1.2,0.9
2014/2/10,豐原,AMB_TEMP,9.6,9.3,9.2,8.8,9.1,8.8
2014/2/10,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/10,豐原,CO,0.36,0.35,0.34,0.38,0.35,0.35
2014/2/10,豐原,NMHC,0.05,0.05,0.04,0.06,0.06,0.12
2014/2/10,豐原,NO,1.1,1.3,0.9,1.3,1.6,1.9
2014/2/10,豐原,NO2,3,3.1,2.8,5.7,4.4,7.5
2014/2/10,豐原,NOx,4.2,4.4,3.7,7,6,9.4
2014/2/10,豐原,O3,33,31,33,29,30,26
2014/2/10,豐原,PM10,1,1,3,2,3,14
2014/2/10,豐原,PM2.5,8,9,13,10,4,0
2014/2/10,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/10,豐原,RH,88,88,84,85,83,84
2014/2/10,豐原,SO2,1,0.9,0.9,1,1,1.1
2014/2/10,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.9
2014/2/10,豐原,WD_HR,85,71,58,62,55,72
2014/2/10,豐原,WIND_DIREC,95,60,86,59,67,70
2014/2/10,豐原,WIND_SPEED,2.5,3.9,2.3,3.7,3.1,2.9
2014/2/10,豐原,WS_HR,1.4,1.9,3.5,2.8,3.3,1.8
2014/2/11,豐原,AMB_TEMP,6.9,6.7,7.1,7,6.9,6.9
2014/2/11,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/11,豐原,CO,0.25,0.25,0.25,0.32,0.31,0.31
2014/2/11,豐原,NMHC,0.05,0.05,0.05,0.07,0.08,0.09
2014/2/11,豐原,NO,1.1,1.3,1.1,1.4,1.6,1.9
2014/2/11,豐原,NO2,3.4,4,3.7,5.9,7.2,8
2014/2/11,豐原,NOx,4.5,5.2,4.8,7.3,8.9,9.8
2014/2/11,豐原,O3,31,31,32,28,26,26
2014/2/11,豐原,PM10,9,14,15,17,25,30
2014/2/11,豐原,PM2.5,11,13,13,15,17,23
2014/2/11,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/11,豐原,RH,85,85,80,80,82,82
2014/2/11,豐原,SO2,1.2,1.4,1.3,1.3,1.4,1.5
2014/2/11,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.9
2014/2/11,豐原,WD_HR,75,68,56,61,78,74
2014/2/11,豐原,WIND_DIREC,83,60,56,90,283,133
2014/2/11,豐原,WIND_SPEED,3.3,3.1,3.4,2.4,2.6,2
2014/2/11,豐原,WS_HR,1.4,1.8,3.2,1.3,0.7,0.9
2014/2/12,豐原,AMB_TEMP,9.6,9.9,9.7,10,11,12
2014/2/12,豐原,CH4,1.8,1.7,1.8,1.8,1.8,1.8
2014/2/12,豐原,CO,0.3,0.29,0.32,0.33,0.35,0.34
2014/2/12,豐原,NMHC,0.04,0.04,0.05,0.05,0.07,0.08
2014/2/12,豐原,NO,1,1.2,1.3,1.5,2.2,2.6
2014/2/12,豐原,NO2,2.1,1.9,4.1,3.6,5.3,4.9
2014/2/12,豐原,NOx,3.1,3.1,5.4,5.1,7.6,7.6
2014/2/12,豐原,O3,28,28,24,26,24,25
2014/2/12,豐原,PM10,3,5,9,5,10,14
2014/2/12,豐原,PM2.5,0,0,1,4,6,4
2014/2/12,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/12,豐原,RH,78,77,78,77,74,72
2014/2/12,豐原,SO2,1,1,1,1,1.3,1
2014/2/12,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/12,豐原,WD_HR,65,74,66,65,72,69
2014/2/12,豐原,WIND_DIREC,59,359,64,60,87,63
2014/2/12,豐原,WIND_SPEED,1.5,1.2,2.7,2,2.5,2.2
2014/2/12,豐原,WS_HR,1.1,0.9,1.2,1.5,1.2,1.4
2014/2/13,豐原,AMB_TEMP,13,14,13,13,13,14
2014/2/13,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.7
2014/2/13,豐原,CO,0.31,0.3,0.28,0.28,0.37,0.26
2014/2/13,豐原,NMHC,0.11,0.11,0.09,0.08,0.15,0.11
2014/2/13,豐原,NO,1.3,1.3,1.7,1.9,2.4,2.5
2014/2/13,豐原,NO2,6.5,6.8,7.9,6.9,12,7.3
2014/2/13,豐原,NOx,7.8,8.1,9.6,8.8,15,9.8
2014/2/13,豐原,O3,14,13,22,26,21,27
2014/2/13,豐原,PM10,19,11,1,1,2,5
2014/2/13,豐原,PM2.5,10,5,1,3,4,1
2014/2/13,豐原,RAINFALL,NR,NR,1.2,0.2,0.6,NR
2014/2/13,豐原,RH,84,84,86,87,88,88
2014/2/13,豐原,SO2,1.2,1.2,1.5,1.3,1.3,1.3
2014/2/13,豐原,THC,1.9,1.9,1.9,1.8,1.9,1.9
2014/2/13,豐原,WD_HR,41,50,72,57,29,55
2014/2/13,豐原,WIND_DIREC,330,58,63,55,54,59
2014/2/13,豐原,WIND_SPEED,1.3,1.5,2.6,2.6,1.8,1.6
2014/2/13,豐原,WS_HR,0.6,0.5,1.2,2.5,0.7,0.6
2014/2/14,豐原,AMB_TEMP,10,10,9.9,10,10,10
2014/2/14,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/14,豐原,CO,0.23,0.23,0.26,0.32,0.3,0.31
2014/2/14,豐原,NMHC,0.06,0.05,0.06,0.08,0.09,0.1
2014/2/14,豐原,NO,1.2,0.8,1,1.2,1.2,1.6
2014/2/14,豐原,NO2,3.9,4.1,5,7.2,7.3,7.7
2014/2/14,豐原,NOx,5.1,4.8,6,8.3,8.5,9.3
2014/2/14,豐原,O3,33,34,32,28,28,26
2014/2/14,豐原,PM10,4,9,9,6,2,9
2014/2/14,豐原,PM2.5,10,16,19,7,4,6
2014/2/14,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/14,豐原,RH,90,90,89,87,86,87
2014/2/14,豐原,SO2,1.3,1.2,1.3,1.4,1.4,1.5
2014/2/14,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.9
2014/2/14,豐原,WD_HR,57,79,76,61,83,74
2014/2/14,豐原,WIND_DIREC,70,91,80,73,78,289
2014/2/14,豐原,WIND_SPEED,1.8,2.8,2.1,2.4,2.1,2.4
2014/2/14,豐原,WS_HR,0.9,0.9,1.5,1.6,1.3,0.4
2014/2/15,豐原,AMB_TEMP,11,11,11,11,11,12
2014/2/15,豐原,CH4,1.7,1.7,1.8,1.8,1.8,1.8
2014/2/15,豐原,CO,0.22,0.23,0.25,0.32,0.36,0.37
2014/2/15,豐原,NMHC,0.03,0.04,0.04,0.06,0.09,0.19
2014/2/15,豐原,NO,1.2,1.1,1.2,1.3,1.7,2.2
2014/2/15,豐原,NO2,2.2,2.2,3,6.7,11,10
2014/2/15,豐原,NOx,3.3,3.3,4.2,8,13,12
2014/2/15,豐原,O3,35,34,31,26,22,22
2014/2/15,豐原,PM10,2,1,1,3,6,12
2014/2/15,豐原,PM2.5,1,2,5,6,8,3
2014/2/15,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/15,豐原,RH,82,81,81,82,81,79
2014/2/15,豐原,SO2,0.8,0.7,0.7,0.7,0.8,1.1
2014/2/15,豐原,THC,1.8,1.8,1.8,1.8,1.9,1.9
2014/2/15,豐原,WD_HR,56,61,60,41,53,354
2014/2/15,豐原,WIND_DIREC,49,56,59,42,57,322
2014/2/15,豐原,WIND_SPEED,1.4,1.9,1.7,1.2,1.1,1.9
2014/2/15,豐原,WS_HR,1.1,1.1,0.9,0.6,0.7,0.5
2014/2/16,豐原,AMB_TEMP,14,14,14,14,16,17
2014/2/16,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/16,豐原,CO,0.56,0.48,0.47,0.67,0.59,0.5
2014/2/16,豐原,NMHC,0.23,0.16,0.12,0.21,0.16,0.14
2014/2/16,豐原,NO,1.6,2,1.4,5.5,6.5,14
2014/2/16,豐原,NO2,14,9.3,9.1,13,16,24
2014/2/16,豐原,NOx,15,11,11,19,22,38
2014/2/16,豐原,O3,7.3,9.1,11,6.8,13,12
2014/2/16,豐原,PM10,43,34,27,25,33,42
2014/2/16,豐原,PM2.5,21,25,25,23,21,21
2014/2/16,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/16,豐原,RH,89,90,90,90,82,75
2014/2/16,豐原,SO2,1.3,1.2,1.3,2.1,5.3,9.8
2014/2/16,豐原,THC,2.1,2,1.9,2,1.9,1.9
2014/2/16,豐原,WD_HR,84,126,93,118,315,313
2014/2/16,豐原,WIND_DIREC,336,114,32,119,315,311
2014/2/16,豐原,WIND_SPEED,0.6,1.5,0.9,1.6,1.8,1.6
2014/2/16,豐原,WS_HR,0.5,1.3,0.8,1.3,0.4,1.1
2014/2/17,豐原,AMB_TEMP,16,16,15,16,18,22
2014/2/17,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/17,豐原,CO,0.42,0.41,0.47,0.59,0.89,0.61
2014/2/17,豐原,NMHC,0.08,0.08,0.12,0.15,0.27,0.38
2014/2/17,豐原,NO,0.9,0.6,2,3.9,12,6.1
2014/2/17,豐原,NO2,4.1,4.4,9.9,11,20,18
2014/2/17,豐原,NOx,4.9,5,12,15,32,24
2014/2/17,豐原,O3,31,30,22,18,14,36
2014/2/17,豐原,PM10,69,55,52,34,35,48
2014/2/17,豐原,PM2.5,32,38,23,21,13,19
2014/2/17,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/17,豐原,RH,88,89,88,86,78,61
2014/2/17,豐原,SO2,1.6,1.4,1.4,1.5,1.9,3.5
2014/2/17,豐原,THC,1.9,1.9,1.9,1.9,2,2.2
2014/2/17,豐原,WD_HR,100,94,89,89,66,206
2014/2/17,豐原,WIND_DIREC,86,84,66,51,102,189
2014/2/17,豐原,WIND_SPEED,1.8,1.7,1.1,1.2,0.7,2.9
2014/2/17,豐原,WS_HR,2.1,2,1.4,1.7,0.8,2
2014/2/18,豐原,AMB_TEMP,19,18,18,18,20,22
2014/2/18,豐原,CH4,1.7,1.7,1.7,1.7,1.8,1.8
2014/2/18,豐原,CO,0.29,0.3,0.35,0.57,0.98,0.9
2014/2/18,豐原,NMHC,0.09,0.16,0.11,0.19,0.56,0.53
2014/2/18,豐原,NO,1,0.6,0.8,4.6,15,6.7
2014/2/18,豐原,NO2,6,7.4,7.5,11,23,28
2014/2/18,豐原,NOx,7,8,8.2,15,39,35
2014/2/18,豐原,O3,29,20,17,11,13,37
2014/2/18,豐原,PM10,49,41,34,33,42,55
2014/2/18,豐原,PM2.5,27,14,5,4,11,21
2014/2/18,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/18,豐原,RH,85,87,89,88,78,67
2014/2/18,豐原,SO2,2,1.6,1.6,1.9,3.5,7
2014/2/18,豐原,THC,1.8,1.9,1.8,1.9,2.3,2.3
2014/2/18,豐原,WD_HR,121,108,112,94,236,219
2014/2/18,豐原,WIND_DIREC,115,122,113,92,231,215
2014/2/18,豐原,WIND_SPEED,1.5,2.2,2,1.2,2.5,3.1
2014/2/18,豐原,WS_HR,1.6,1.4,1.9,1.4,0.6,2.2
2014/2/19,豐原,AMB_TEMP,12,12,12,11,12,11
2014/2/19,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/2/19,豐原,CO,0.3,0.3,0.32,0.35,0.35,0.36
2014/2/19,豐原,NMHC,0.07,0.08,0.1,0.09,0.11,0.18
2014/2/19,豐原,NO,1,0.9,0.9,1.3,1.5,1.3
2014/2/19,豐原,NO2,5.7,5.6,7.2,8.3,8.9,9.8
2014/2/19,豐原,NOx,6.7,6.5,8,9.6,10,11
2014/2/19,豐原,O3,26,27,25,26,24,23
2014/2/19,豐原,PM10,8,8,15,15,14,10
2014/2/19,豐原,PM2.5,0,5,5,10,10,10
2014/2/19,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/19,豐原,RH,84,84,86,86,84,84
2014/2/19,豐原,SO2,0.6,0.7,0.6,0.7,0.8,0.9
2014/2/19,豐原,THC,1.8,1.8,1.9,1.8,1.9,1.9
2014/2/19,豐原,WD_HR,70,70,54,64,67,81
2014/2/19,豐原,WIND_DIREC,63,74,300,56,74,70
2014/2/19,豐原,WIND_SPEED,3.2,2.3,2.2,4.7,2.6,4.5
2014/2/19,豐原,WS_HR,1.4,0.9,1.2,2.3,1.4,2
2014/2/20,豐原,AMB_TEMP,9.8,9.3,8.7,8.8,11,12
2014/2/20,豐原,CH4,1.7,1.7,1.7,1.8,1.7,1.7
2014/2/20,豐原,CO,0.29,0.28,0.33,0.51,0.33,0.29
2014/2/20,豐原,NMHC,0.1,0.12,0.09,0.13,0.09,0.08
2014/2/20,豐原,NO,1.6,1.5,2,5.1,3.5,3
2014/2/20,豐原,NO2,4.2,5.2,8.8,16,7.7,5.8
2014/2/20,豐原,NOx,5.8,6.7,11,22,11,8.7
2014/2/20,豐原,O3,30,30,26,20,31,36
2014/2/20,豐原,PM10,22,18,12,21,25,28
2014/2/20,豐原,PM2.5,10,9,12,11,16,14
2014/2/20,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/2/20,豐原,RH,80,77,73,73,68,62
2014/2/20,豐原,SO2,1.1,1.3,1.1,1.4,1.4,1.7
2014/2/20,豐原,THC,1.8,1.9,1.8,1.9,1.8,1.8
2014/2/20,豐原,WD_HR,45,42,57,64,14,280
2014/2/20,豐原,WIND_DIREC,42,54,76,53,295,168
2014/2/20,豐原,WIND_SPEED,1.4,1.3,1.6,2,2.9,2.7
2014/2/20,豐原,WS_HR,0.6,0.6,1.1,1.1,0.3,0.3
2014/3/1,豐原,AMB_TEMP,18,18,18,19,21,22
2014/3/1,豐原,CH4,1.8,1.8,1.7,1.8,1.8,1.8
2014/3/1,豐原,CO,0.37,0.43,0.44,0.68,0.93,0.83
2014/3/1,豐原,NMHC,0.14,0.16,0.13,0.22,0.44,0.35
2014/3/1,豐原,NO,1.9,2,1.9,3.7,7.9,11
2014/3/1,豐原,NO2,8.9,11,9.6,15,29,26
2014/3/1,豐原,NOx,11,13,12,19,37,37
2014/3/1,豐原,O3,18,16,21,22,17,24
2014/3/1,豐原,PM10,32,32,36,39,60,75
2014/3/1,豐原,PM2.5,3,8,4,9,18,32
2014/3/1,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/3/1,豐原,RH,80,81,81,75,70,65
2014/3/1,豐原,SO2,1.5,1.7,1.8,2.5,5,5.1
2014/3/1,豐原,THC,1.9,1.9,1.9,2,2.2,2.1
2014/3/1,豐原,WD_HR,126,124,113,125,211,211
2014/3/1,豐原,WIND_DIREC,177,74,114,243,215,196
2014/3/1,豐原,WIND_SPEED,1,1.2,2.2,0.9,0.9,2
2014/3/1,豐原,WS_HR,0.6,0.9,2,0.4,1.1,1
2014/3/2,豐原,AMB_TEMP,18,17,16,16,16,16
2014/3/2,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/3/2,豐原,CO,0.33,0.33,0.33,0.34,0.34,0.34
2014/3/2,豐原,NMHC,0.05,0.05,0.05,0.05,0.06,0.06
2014/3/2,豐原,NO,1.2,1.1,1.1,1,1.4,1.9
2014/3/2,豐原,NO2,5.3,5.2,4.9,5.2,5.6,5.8
2014/3/2,豐原,NOx,6.5,6.3,6,6.2,7,7.7
2014/3/2,豐原,O3,32,32,31,30,29,28
2014/3/2,豐原,PM10,40,14,7,5,0,0
2014/3/2,豐原,PM2.5,21,2,0,2,2,2
2014/3/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/3/2,豐原,RH,86,87,86,85,83,80
2014/3/2,豐原,SO2,1.2,1.2,1.2,1.2,1.3,1.3
2014/3/2,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.8
2014/3/2,豐原,WD_HR,74,8.8,47,65,72,62
2014/3/2,豐原,WIND_DIREC,61,56,85,49,106,70
2014/3/2,豐原,WIND_SPEED,2,1.9,1.9,3.7,3.4,2.6
2014/3/2,豐原,WS_HR,1.6,0.7,0.4,1.9,2,1.7
2014/3/3,豐原,AMB_TEMP,14,14,14,13,14,15
2014/3/3,豐原,CH4,1.7,1.8,1.8,1.8,1.8,1.8
2014/3/3,豐原,CO,0.33,0.32,0.32,0.36,0.34,0.33
2014/3/3,豐原,NMHC,0.03,0.04,0.05,0.07,0.07,0.08
2014/3/3,豐原,NO,1.2,1.4,1.6,1.4,1.7,1.8
2014/3/3,豐原,NO2,3.7,4.5,6.4,8.9,9.4,7.9
2014/3/3,豐原,NOx,4.9,5.9,8,10,11,9.7
2014/3/3,豐原,O3,39,35,36,35,35,33
2014/3/3,豐原,PM10,14,5,5,12,20,18
2014/3/3,豐原,PM2.5,0,1,1,7,10,18
2014/3/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/3/3,豐原,RH,78,80,84,86,84,81
2014/3/3,豐原,SO2,1.2,1.2,1.2,1.4,1.3,1.4
2014/3/3,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.8
2014/3/3,豐原,WD_HR,82,75,15,63,71,45
2014/3/3,豐原,WIND_DIREC,54,295,316,61,79,315
2014/3/3,豐原,WIND_SPEED,1.2,1.7,2.9,2.2,3.5,2.3
2014/3/3,豐原,WS_HR,2,0.5,0.8,1.1,1.7,0.9
2014/3/4,豐原,AMB_TEMP,15,16,16,16,16,18
2014/3/4,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/3/4,豐原,CO,0.32,0.34,0.49,0.59,0.5,0.57
2014/3/4,豐原,NMHC,0.1,0.11,0.17,0.19,0.16,0.22
2014/3/4,豐原,NO,0.8,1.2,3.7,7.9,6.7,8.4
2014/3/4,豐原,NO2,16,18,20,25,25,23
2014/3/4,豐原,NOx,17,19,24,33,32,31
2014/3/4,豐原,O3,18,15,8.3,6.5,10,12
2014/3/4,豐原,PM10,61,60,62,60,64,78
2014/3/4,豐原,PM2.5,20,22,26,29,37,37
2014/3/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/3/4,豐原,RH,88,87,87,86,88,83
2014/3/4,豐原,SO2,2.3,1.9,1.9,2.5,3,2.8
2014/3/4,豐原,THC,1.9,1.9,2,2,2,2
2014/3/4,豐原,WD_HR,30,318,160,317,330,105
2014/3/4,豐原,WIND_DIREC,119,116,167,71,5.6,315
2014/3/4,豐原,WIND_SPEED,1.5,1.1,0.9,1.4,0.7,1.5
2014/3/4,豐原,WS_HR,0.4,1,0.2,0.7,0.7,1.3
2014/3/5,豐原,AMB_TEMP,15,15,14,14,15,16
2014/3/5,豐原,CH4,1.7,1.7,1.8,1.8,1.8,1.8
2014/3/5,豐原,CO,0.27,0.29,0.32,0.36,0.37,0.37
2014/3/5,豐原,NMHC,0.05,0.06,0.06,0.07,0.07,0.1
2014/3/5,豐原,NO,1.4,1.6,1.6,2,2.3,2.9
2014/3/5,豐原,NO2,5.1,5.3,5.7,6.8,5.5,6.8
2014/3/5,豐原,NOx,6.5,6.8,7.3,8.8,7.8,9.7
2014/3/5,豐原,O3,32,30,28,27,29,29
2014/3/5,豐原,PM10,13,20,19,9,0,10
2014/3/5,豐原,PM2.5,2,1,5,5,6,7
2014/3/5,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/3/5,豐原,RH,82,83,85,84,81,75
2014/3/5,豐原,SO2,0.8,0.8,0.8,1,1,1.2
2014/3/5,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.9
2014/3/5,豐原,WD_HR,62,69,66,62,64,72
2014/3/5,豐原,WIND_DIREC,74,66,63,53,64,96
2014/3/5,豐原,WIND_SPEED,2,2.6,2.9,4.2,3,2.7
2014/3/5,豐原,WS_HR,1.8,1.8,2.1,2.7,2.1,1.4
2014/3/6,豐原,AMB_TEMP,14,14,14,14,15,14
2014/3/6,豐原,CH4,1.7,1.7,1.8,1.8,1.8,1.8
2014/3/6,豐原,CO,0.26,0.29,0.35,0.45,0.5,0.48
2014/3/6,豐原,NMHC,0.04,0.04,0.12,0.1,0.18,0.24
